name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Paraburkholderia bryophila	420952	S	18	0	18	0.00000
Cupriavidus taiwanensis	164546	S	200	81	281	0.00000
Cupriavidus pauculus	82633	S	18	1	19	0.00000
Cupriavidus campinensis	151783	S	14	0	14	0.00000
Cupriavidus oxalaticus	96344	S	13	0	13	0.00000
Ralstonia solanacearum	305	S	192	18	210	0.00000
Ralstonia mannitolilytica	105219	S	22	3	25	0.00000
Caballeronia insecticola	758793	S	12	0	12	0.00000
Acidovorax sp. NCPPB 2350	2940487	S	219	42	261	0.00000
Acidovorax carolinensis	553814	S	18	23	41	0.00000
Comamonas aquatica	225991	S	217	31	248	0.00000
Comamonas sp. NLF-1-9	2853163	S	15	0	15	0.00000
Diaphorobacter sp. ED-3	3016636	S	191	311	502	0.00000
Variovorax sp. PBL-E5	434014	S	35	10	45	0.00000
Variovorax sp. PAMC 28711	1795631	S	15	0	15	0.00000
Variovorax sp. WDL1	207745	S	12	2	14	0.00000
Variovorax paradoxus	34073	S	55	3	58	0.00000
Rhodoferax ferrireducens	192843	S	13	0	13	0.00000
Hydrogenophaga sp. PBC	795665	S	10	1	11	0.00000
Hydrogenophaga crocea	2716225	S	10	1	11	0.00000
Verminephrobacter eiseniae	364317	S	21	0	21	0.00000
Ottowia sp. oral taxon 894	1658672	S	20	0	20	0.00000
Ramlibacter tataouinensis	94132	S	15	0	15	0.00000
Limnohabitans sp. 103DPR2	1678129	S	14	0	14	0.00000
Kinneretia sp. DAIF2	2714952	S	10	0	10	0.00000
Alcaligenes faecalis	511	S	809	31	840	0.00001
Achromobacter spanius	217203	S	38	11	49	0.00000
Achromobacter xylosoxidans	85698	S	33	61	94	0.00000
Achromobacter sp. ES-001	2860286	S	18	15	33	0.00000
Bordetella trematum	123899	S	87	5	92	0.00000
Bordetella genomosp. 8	1416806	S	22	0	22	0.00000
Bordetella bronchiseptica	518	S	15	10	25	0.00000
Bordetella petrii	94624	S	15	5	20	0.00000
Bordetella genomosp. 13	463040	S	11	0	11	0.00000
Taylorella equigenitalis	29575	S	13	8	21	0.00000
Collimonas arenae	279058	S	188	2	190	0.00000
Collimonas pratensis	279113	S	25	0	25	0.00000
Pseudoduganella albidiflava	321983	S	49	6	55	0.00000
Pseudoduganella flava	871742	S	10	1	11	0.00000
Massilia sp. NP310	2861282	S	10	1	11	0.00000
Janthinobacterium svalbardensis	368607	S	12	12	24	0.00000
Janthinobacterium agaricidamnosum	55508	S	10	0	10	0.00000
Rubrivivax gelatinosus	28068	S	78	2	80	0.00000
Sphaerotilus sp. FB-5	2914710	S	39	2	41	0.00000
Caldimonas thermodepolymerans	215580	S	30	3	33	0.00000
Aquincola tertiaricarbonis	391953	S	18	0	18	0.00000
Leptothrix cholodnii	34029	S	20	0	20	0.00000
Aquabacterium olei	1296669	S	12	0	12	0.00000
Thauera aromatica	59405	S	48	3	51	0.00000
Thauera sp. WB-2	2897772	S	15	1	16	0.00000
Thauera sp. K11	2005884	S	10	1	11	0.00000
Pseudothauera hydrothermalis	2184083	S	14	0	14	0.00000
Azospira restricta	404405	S	42	3	45	0.00000
Ferribacterium limneticum	76259	S	29	0	29	0.00000
Quatrionicoccus australiensis	138118	S	11	1	12	0.00000
Candidatus Kinetoplastibacterium blastocrithidii	233181	S	18	0	18	0.00000
Helicobacter pylori	210	S	2587787	21709	2609496	0.02462
Helicobacter cetorum	138563	S	149	0	149	0.00000
Helicobacter acinonychis	212	S	115	5	120	0.00000
Helicobacter suis	104628	S	64	7	71	0.00000
Helicobacter himalayensis	1591088	S	13	0	13	0.00000
Aliarcobacter skirrowii	28200	S	58	0	58	0.00000
Arcobacter acticola	1849015	S	16	0	16	0.00000
Campylobacter ureolyticus	827	S	22	1	23	0.00000
Campylobacter jejuni	197	S	12	5	17	0.00000
Anaeromyxobacter oryzae	2918170	S	185	1	186	0.00000
Anaeromyxobacter sp. K	447217	S	23	5	28	0.00000
Anaeromyxobacter paludicola	2918171	S	13	0	13	0.00000
Corallococcus sp. NCRR	2996782	S	192	2	194	0.00000
Corallococcus macrosporus	35	S	10	0	10	0.00000
Archangium gephyra	48	S	38	0	38	0.00000
Archangium violaceum	83451	S	10	0	10	0.00000
Chondromyces crocatus	52	S	166	2	168	0.00000
Sorangium cellulosum	56	S	47	11	58	0.00000
Polyangium aurulentum	2567896	S	20	0	20	0.00000
Sandaracinus amylolyticus	927083	S	17	0	17	0.00000
Nannocystis sp. fl3	2995304	S	19	0	19	0.00000
Pseudodesulfovibrio tunisiensis	463192	S	207	6	213	0.00000
Desulfovibrio vulgaris	881	S	83	7	90	0.00000
Desulfuromonas versatilis	2802975	S	14	5	19	0.00000
Silvanigrella aquatica	1915309	S	38	0	38	0.00000
Hydrogenophilus thermoluteolus	297	S	11	0	11	0.00000
Phocaeicola vulgatus	821	S	6395692	1855182	8250874	0.07785
Phocaeicola dorei	357276	S	14632	2823	17455	0.00016
Phocaeicola coprophilus	387090	S	414	31	445	0.00000
Phocaeicola salanitronis	376805	S	335	3	338	0.00000
Bacteroides thetaiotaomicron	818	S	943	100	1043	0.00001
Bacteroides caccae	47678	S	414	92	506	0.00000
Bacteroides stercoris	46506	S	374	34	408	0.00000
Bacteroides ovatus	28116	S	313	605	918	0.00001
Bacteroides xylanisolvens	371601	S	292	219	511	0.00000
Bacteroides uniformis	820	S	267	148	415	0.00000
Bacteroides luhongzhouii	2650158	S	201	22	223	0.00000
Bacteroides sp. CACC 737	2755405	S	149	486	635	0.00001
Bacteroides sp. A1C1	2528203	S	19	80	99	0.00000
Bacteroides fragilis	817	S	163	66	229	0.00000
Bacteroides nordii	291645	S	74	1	75	0.00000
Bacteroides heparinolyticus	28113	S	62	5	67	0.00000
Bacteroides faecis	674529	S	49	7	56	0.00000
Bacteroides faecium	2715212	S	41	0	41	0.00000
Bacteroides salyersiae	291644	S	32	1	33	0.00000
Bacteroides zhangwenhongii	2650157	S	22	2	24	0.00000
Bacteroides eggerthii	28111	S	21	2	23	0.00000
Bacteroides coprosuis	151276	S	17	0	17	0.00000
Bacteroides caecimuris	1796613	S	11	1	12	0.00000
Bacteroides cellulosilyticus	246787	S	10	3	13	0.00000
Porphyromonas gingivalis	837	S	3528345	81665	3610010	0.03406
Porphyromonas cangingivalis	36874	S	40	5	45	0.00000
Porphyromonas crevioricanis	393921	S	27	4	31	0.00000
Parabacteroides distasonis	823	S	1579	660	2239	0.00002
Parabacteroides merdae	46503	S	659	128	787	0.00001
Parabacteroides goldsteinii	328812	S	80	8	88	0.00000
Parabacteroides johnsonii	387661	S	23	3	26	0.00000
Parabacteroides faecis	1217282	S	14	1	15	0.00000
Tannerella forsythia	28112	S	141	33	174	0.00000
Prevotella intermedia	28131	S	439	39	478	0.00000
Prevotella dentalis	52227	S	16	0	16	0.00000
Prevotella melaninogenica	28132	S	15	0	15	0.00000
Prevotella nigrescens	28133	S	12	4	16	0.00000
Muribaculum intestinale	1796646	S	41	0	41	0.00000
Sodaliphilus pleomorphus	2606626	S	10	0	10	0.00000
Odoribacter splanchnicus	28118	S	30	71	101	0.00000
Flavobacterium sp. N1736	2986823	S	18	2	20	0.00000
Myroides phaeus	702745	S	20	2	22	0.00000
Kordia sp. SMS9	2282170	S	18	0	18	0.00000
Aegicerativicinus sediminis	2893202	S	11	17	28	0.00000
Chryseobacterium salivictor	2547600	S	39	0	39	0.00000
Chryseobacterium indologenes	253	S	24	7	31	0.00000
Empedobacter brevis	247	S	16	2	18	0.00000
Elizabethkingia anophelis	1117645	S	10	0	10	0.00000
Blattabacterium cuenoti	1653831	S	25	2	27	0.00000
Pedobacter sp. SL55	2995161	S	41	0	41	0.00000
Pedobacter suwonensis	332999	S	37	0	37	0.00000
Sphingobacterium sp. SYP-B4668	2996035	S	13	2	15	0.00000
Hymenobacter baengnokdamensis	2615203	S	11	0	11	0.00000
Cyclobacterium amurskyense	320787	S	15	1	16	0.00000
Algoriphagus machipongonensis	388413	S	12	0	12	0.00000
Alienimonas californiensis	2527989	S	21	3	24	0.00000
Candidatus Protochlamydia naegleriophila	389348	S	11	0	11	0.00000
Sediminispirochaeta smaragdinae	55206	S	11	0	11	0.00000
Brachyspira pilosicoli	52584	S	15	0	15	0.00000
Brachyspira murdochii	84378	S	15	1	16	0.00000
Fusobacterium nucleatum	851	S	24	7	31	0.00000
Cetobacterium somerae	188913	S	23	0	23	0.00000
Chloracidobacterium validum	2821543	S	27	0	27	0.00000
Thermodesulfobacterium geofontis	1295609	S	19	3	22	0.00000
Candidatus Babela massiliensis	673862	S	12	0	12	0.00000
Leptospirillum ferriphilum	178606	S	13	3	16	0.00000
Caldithrix abyssi	187145	S	17	0	17	0.00000
